FID,Track_id,Log_Number,,distance traveled,2012 data,2015 data,Species,Azimuth,DR__Max_,DR__Min_,Basal_Diam,Basal_Dist,Top_Diamte,Total_Leng,Decay_Fact,Buried,Type,Comments_L,Max_PDOP,Max_HDOP,Corr_Type,Rcvr_Type,GPS_Date,GPS_Time,Update_Sta,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,GPS_Week,GPS_Second,GNSS_Heigh,Vert_Prec,Horz_Prec,Std_Dev,Northing,Easting,Point_ID
382, ,2249,,,,, ,1,0,0,0,0,0,0,Low,Yes,Key,knocked over stump,2.799999952,1.5,Postprocessed Carrier Float,GeoXH 6000,9/17/2015,11:09:43am,New,Snag_Loc,XH091710B.cor,20,20,Elwha Snags14,1862,410999,172.761,1.2,1,0.099225,403832.112,970620.63,626
380, ,2247,,,,, ,310,0,0,0,0,0,0,Low,Yes,Racked,knocked over stump,3.099999905,1.799999952,Postprocessed Code,GeoXH 6000,9/17/2015,11:05:14am,New,Snag_Loc,XH091710B.cor,9,9,Elwha Snags14,1862,410730,172.362,1.3,0.7,1.110736,403954.003,970668.103,624
63, ,2246,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.799999952,1.399999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:03:56pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,248652,177.805,0.7,0.4,0.605031,403100.604,970004.706,64
219, ,2241,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,6.800000191,5.599999905,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:57:12am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,237448,181.338,0.7,0.4,1.35872,402647.621,969867.937,223
258, ,2241,,,,,PSME,1,6.5,4.800000191,1.299999952,0,0,3.5,Low,Upright,Key,stump large newly exposed,3.299999952,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:38:50pm,New,Snag_Loc,XH102710A.cor,23,23,Elwha Snags14,1868,247146,156.515,1,0.6,0.573611,405795.434,971425.147,262
257, ,2240,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:37:14pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,247050,160.604,0.7,0.4,0.32793,405831.278,971321.133,261
210, ,2239,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,6.5,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:29:29am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,235785,183.915,0.8,0.4,2.078936,402313.255,969641.464,214
205, ,2238,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large moved but in river,2.400000095,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:16:25am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,235001,180.431,0.8,0.4,0.232934,402209.913,969601.336,209
391, ,2236,,,,,PSME,230,0,0,0.74000001,0,0.600000024,6.800000191,Medium,No,Loose, ,5,2.799999952,Postprocessed Carrier Float,GeoXH 6000,9/16/2015,09:28:47am,New,Snag_Loc,XH091609A.cor,31,31,Elwha Snags14,1862,318543,57.52,0.9,0.4,1.112557,420138.058,975941.261,676
183, ,2235,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:03:10pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,158606,183.694,0.7,0.6,0.356475,402232.391,969535.651,187
182, ,2234,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,4.699999809,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,01:01:56pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,158532,184.624,0.7,0.5,0.205084,402256,969527.832,186
179, ,2233,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.700000048,1.299999952,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,12:52:17pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,157953,184.486,0.8,0.5,1.308302,402397.852,969512.634,182
172, ,2232,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.099999905,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,12:28:09pm,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,156505,180.403,0.6,0.4,1.129798,402500.002,969563.785,175
116, ,2224,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.400000095,1.200000048,Postprocessed Code,GeoXH 6000,10/21/2015,01:20:24pm,New,Snag_Loc,XH102109A.cor,11,11,Elwha Snags14,1867,332440,182.35,0.7,0.4,0.175946,402153.674,969684.477,119
346, ,2206,,,,, ,40,0,0,0,0,0,0,Low,No,Racked, ,6.699999809,2.799999952,Postprocessed Code,GeoXH 6000,9/29/2015,12:43:21pm,New,Snag_Loc,XH092911A.cor,14,14,Elwha Snags14,1864,243817,30.053,0.8,0.5,0.711829,425092.494,974788.553,456
252, ,2203,,,,,ACMA,1,0,0,0,0,0,0,Low,Upright, ,stump large moved,2.400000095,1.399999976,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:19:20pm,New,Snag_Loc,XH102710A.cor,18,18,Elwha Snags14,1868,245976,165.946,0.7,0.4,0.989443,405052.551,971088.805,256
58, ,2189,,,,, ,1,0,0,0,0,0,0, ,Upright,Key, ,1.899999976,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:42:31pm,New,Snag_Loc,XH102010A.cor,15,15,Elwha Snags14,1867,247367,178.781,0.7,0.4,0.381144,403093.703,970131.05,59
25, ,2186,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.799999952,1.399999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,12:04:53pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,241509,176.389,0.7,0.4,0.264126,403393.965,970280.486,26
269, ,2182,,,,, ,1,0,0,0,0,0,0, , , ,not moved stump large buried,2.5,1.299999952,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,01:24:42pm,New,Snag_Loc,XH101913A.cor,10,10,Elwha Snags14,1867,159898,170.55,0.8,0.5,0.592437,403958.361,970743.377,275
454, ,2179,,,,,UNKNOWN,1,0,0,0.319999993,0,0.300000012,1.399999976,Medium,No,Loose, ,2.599999905,1.399999976,Postprocessed Carrier Float,GeoXH 6000,9/14/2015,12:31:32pm,New,Snag_Loc,XH091409B.cor,10,10,Elwha Snags14,1862,156708,10.095,1,0.6,1.821087,428663.022,974097.774,787
230, ,2153,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small  hasn't moved,4.699999809,2.900000095,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,11:53:40am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,240836,168.21,0.7,0.4,0.425151,404517.388,970884.513,234
231, ,2152,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small hasn't moved,1.600000024,0.899999976,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,11:54:34am,New,Snag_Loc,XH102710A.cor,9,9,Elwha Snags14,1868,240890,168.33,0.7,0.4,0.092622,404522.469,970884.322,235
232, ,2151,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small  hasn't moved,3.200000048,1.600000024,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,11:55:27am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,240943,168.877,0.7,0.4,0.550199,404531.315,970886.355,236
51, ,2150,,,,,ACMA,330,0,0,0.419999987,1.5,0.200000003,12.39999962,Low,No,Racked, ,4.400000095,1.700000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:26:39pm,New,Snag_Loc,XH102010A.cor,41,41,Elwha Snags14,1867,246415,177.381,0.7,0.4,0.541265,403124.056,970340.799,52
49, ,2149,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,6,3.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:23:52pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,246248,178.121,0.8,0.4,1.14531,403112.053,970364.999,50
48, ,2148,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.400000095,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:22:28pm,New,Snag_Loc,XH102010A.cor,14,14,Elwha Snags14,1867,246164,179.303,0.7,0.4,0.457386,403111.942,970346.471,49
50, ,2147,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,3.599999905,1.600000024,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:25:28pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,246344,177.412,0.7,0.4,0.675831,403129.161,970321.56,51
41, ,2146,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,4.599999905,1.600000024,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:14:20pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,245676,177.675,0.9,0.5,0.301871,403155.874,970309.421,42
52, ,2146,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,4.5,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:30:27pm,New,Snag_Loc,XH102010A.cor,15,15,Elwha Snags14,1867,246643,178.627,0.9,0.6,0.934105,403151.655,970318.233,53
229, ,2146,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small  hasn't moved,5.400000095,3,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,11:51:51am,New,Snag_Loc,XH102710A.cor,11,11,Elwha Snags14,1868,240727,169.007,0.7,0.5,0.853652,404555.354,970950.316,233
42, ,2145,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2,1,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:15:25pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,245741,176.496,0.7,0.4,0.30852,403163.671,970289.537,43
22, ,2144,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,3.200000048,1.700000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:56:47am,New,Snag_Loc,XH102010A.cor,11,11,Elwha Snags14,1867,241023,179.377,0.7,0.5,0.178187,403242.57,970371.575,23
21, ,2143,,,,, ,0,0,0,0,0,0,0, ,Upright, , ,2.200000048,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:55:11am,New,Snag_Loc,XH102010A.cor,11,11,Elwha Snags14,1867,240927,175.459,0.6,0.4,0.735392,403305.027,970420.153,22
146, ,2143,,,,, ,164,0,0,0,0,0,0, , , ,stump large tipp but hasn't moved,5.099999905,2,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,10:46:33am,New,Snag_Loc,XH102610A.cor,15,15,Elwha Snags14,1868,150409,177.945,0.7,0.5,0.19964,403072.133,970505.828,149
145, ,2142,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,1.899999976,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,10:44:09am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,150265,177.657,0.7,0.4,0.716888,403259.165,970461.432,148
141, ,2141,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,4.599999905,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,10:25:21am,New,Snag_Loc,XH102610A.cor,11,11,Elwha Snags14,1868,149137,181.737,1,0.4,0.720361,403175.528,970481.958,144
143, ,2140,,,,,ACMA,270,1.5,1.299999952,0.479999989,2,0.300000012,14,Low,Yes,Racked, ,5.099999905,2.400000095,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,10:33:00am,New,Snag_Loc,XH102610A.cor,35,35,Elwha Snags14,1868,149596,181.17,0.7,0.4,9.171202,403176.384,970483.649,146
461, ,2140,,,,, ,70,0,0,0,0,0,13,Low,Yes,Racked, ,4.099999905,2.400000095,Postprocessed Carrier Float,Geo 7X (H-Star),10/20/2015,02:22:24pm,New,Snag_Loc,7X102014D.cor,21,21, ,1867,249760,180.933,0.6,0.5,4.40082,403174.766,970485.464,6
142, ,2139,,,,,ACMA,270,1.200000048,1.100000024,0.479999989,2,0.200000003,11.19999981,Low,Yes,Racked, ,5.099999905,2.099999905,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,10:26:45am,New,Snag_Loc,XH102610A.cor,74,74,Elwha Snags14,1868,149221,179.388,0.8,0.5,1.567877,403172.466,970468.607,145
365, ,2139,,,,, ,160,2.799999952,2.200000048,0,0,0,2.700000048,Low,Yes,Loose, ,3.200000048,2,Postprocessed Code,GeoXH 6000,9/24/2015,01:51:19pm,New,Snag_Loc,XH092411A.cor,26,26,Elwha Snags14,1863,420695,135.031,2.2,1.3,5.387599,408369.064,972398.794,602
0, ,2138,,,,,ALRU,177,2.700000048,2,0.620000005,0,0.600000024,10.89999962,Low, ,Loose, ,2.799999952,1.399999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,03:18:34pm,New,Snag_Loc,XH102015A.cor,15,15,Elwha Snags14,1867,253130,174.661,0.7,0.6,0.144711,403147.434,970448.974,1
144, ,2138,,,,,PSME,149,2,1.600000024,0.810000002,2.5,0.699999988,12.5,Low,No,Loose, ,6.099999905,3.599999905,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,10:36:34am,New,Snag_Loc,XH102610A.cor,70,70,Elwha Snags14,1868,149810,175.396,0.7,0.4,16.189761,403154.213,970447.695,147
460, ,2138,,,,, ,170,0,0,0,0,0,12.5,Low,No,Racked, ,1.899999976,1.200000048,Postprocessed Carrier Float,Geo 7X (H-Star),10/20/2015,02:19:19pm,New,Snag_Loc,7X102014D.cor,17,17, ,1867,249575,175.451,0.6,0.4,2.188089,403151.252,970449.345,5
385, ,2137,,,,, ,310,0,0,0.5,0,0.300000012,16,Low,No,Racked,broken ?,4.699999809,4.199999809,Postprocessed Code,GeoXH 6000,9/17/2015,11:35:39am,New,Snag_Loc,XH091710B.cor,118,118,Elwha Snags14,1862,412555,169.835,0.7,0.5,1.962814,403499.011,970524.42,629
233, ,2135,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,4,3.5,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,11:58:57am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,241153,167.753,0.7,0.5,4.173368,404772.476,970858.919,237
139, ,2134,,,,,PSME,270,0,0,0.579999983,0,0.5,9,Low,No,Racked, ,3.700000048,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:53:02pm,New,Snag_Loc,XH102109A.cor,19,19,Elwha Snags14,1867,337998,182.431,0.8,0.6,0.681554,403133.714,970599.391,142
234, ,2134,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small  hasn't moved,1.600000024,0.899999976,Postprocessed Code,GeoXH 6000,10/27/2015,12:00:05pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,241221,167.182,0.6,0.4,0.302612,404811.02,970878.61,238
138, ,2133,,,,,UNKNOWN,98,0,0,0.709999979,0,0.600000024,3.5,Medium,No,Racked, ,4.800000191,3.299999952,Postprocessed Code,GeoXH 6000,10/21/2015,02:49:42pm,New,Snag_Loc,XH102109A.cor,39,39,Elwha Snags14,1867,337798,180.771,0.7,0.7,2.359956,403133.315,970592.687,141
235, ,2133,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small hasn't moved,6.5,2.900000095,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,12:01:28pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,241304,166.877,0.6,0.5,2.241922,404818.435,970883.406,239
137, ,2132,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,3.400000095,2.400000095,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:48:23pm,New,Snag_Loc,XH102109A.cor,10,10,Elwha Snags14,1867,337719,182.111,1,0.9,2.663313,403078.759,970642.014,140
140, ,2131,,,,,THPL,312,0,0,0,0,0,0, , , ,stump large hasn't moved,3.700000048,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:58:58pm,New,Snag_Loc,XH102109A.cor,19,19,Elwha Snags14,1867,338354,181.935,0.9,0.7,0.43981,403052.229,970615.053,143
89, ,2130,,,,,PSME,118,0,0,0.680000007,0,0.400000006,13.69999981,Medium,No,Racked,on bank,6.199999809,2.5,Postprocessed Code,GeoXH 6000,10/21/2015,09:42:10am,New,Snag_Loc,XH102109A.cor,42,42,Elwha Snags14,1867,319346,205.943,2.9,2.1,6.421403,400984.13,969594.623,92
148, ,2130,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small hasn't moved,3.900000095,2.200000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,10:50:46am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,150662,180.591,0.8,0.6,0.498016,402963.624,970628.097,151
91, ,2129,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,5.199999809,2.599999905,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,10:01:21am,New,Snag_Loc,XH102109A.cor,16,16,Elwha Snags14,1867,320497,191.868,0.7,0.4,1.835273,401155.88,969566.414,94
147, ,2129,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,6.800000191,2.200000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,10:49:39am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,150595,180.497,0.9,0.7,1.554522,402977.719,970635.812,150
150, ,2128,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.799999952,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,10:57:13am,New,Snag_Loc,XH102610A.cor,11,11,Elwha Snags14,1868,151049,184.71,2.1,1.8,0.97554,402936.727,970732.585,153
149, ,2127,,,,, ,272,0,0,0,0,0,0, , , ,stump large hasn't moved,6.800000191,2.700000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,10:52:20am,New,Snag_Loc,XH102610A.cor,11,11,Elwha Snags14,1868,150756,178.392,0.8,0.6,0.848313,402981.713,970693.743,152
136, ,2126,,,,, ,1,0,0,0,0,0,0, , , ,stump large hasn't moved,4.199999809,2.099999905,Postprocessed Code,GeoXH 6000,10/21/2015,02:46:47pm,New,Snag_Loc,XH102109A.cor,12,12,Elwha Snags14,1867,337623,181.476,3.1,2.7,0.207311,403093.843,970712.627,139
135, ,2125,,,,,PSME,186,2.799999952,2.400000095,0.860000014,0,0,5,Low,No,Racked, ,4.400000095,3.700000048,Postprocessed Code,GeoXH 6000,10/21/2015,02:39:38pm,New,Snag_Loc,XH102109A.cor,31,31,Elwha Snags14,1867,337194,181.995,1.4,1.1,3.148132,403181.265,970690.35,138
133, ,2124,,,,,UNKNOWN,175,0,0,0.439999998,0,0.300000012,12.30000019,Low,No,Racked, ,6.300000191,3.400000095,Postprocessed Code,GeoXH 6000,10/21/2015,02:33:44pm,New,Snag_Loc,XH102109A.cor,18,18,Elwha Snags14,1867,336840,177.182,1,1.1,2.423375,403199.836,970639.613,136
381, ,2124,,,,, ,180,0,0,0,0,0,0,Low,Yes,Racked, ,5.400000095,3.5,Postprocessed Code,GeoXH 6000,9/17/2015,11:06:49am,New,Snag_Loc,XH091710B.cor,9,9,Elwha Snags14,1862,410825,173.228,0.8,0.6,1.954166,403912.298,970621.577,625
132, ,2123,,,,,PSME,238,0,0,1.379999995,0,0,3.099999905,Low,Yes, , ,2.900000095,1.600000024,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:31:44pm,New,Snag_Loc,XH102109A.cor,21,21,Elwha Snags14,1867,336720,177.068,0.8,0.6,1.966298,403205.387,970635.332,135
93, ,2122,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.799999952,1.600000024,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,10:18:35am,New,Snag_Loc,XH102109A.cor,10,10,Elwha Snags14,1867,321531,192.923,1.7,0.7,0.354689,401370.086,969659.853,96
134, ,2122,,,,,UNKNOWN,117,1.399999976,0.800000012,0.540000021,0,0.400000006,7,Medium,No,Racked, ,6,2.700000048,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:35:53pm,New,Snag_Loc,XH102109A.cor,32,32,Elwha Snags14,1867,336969,177.257,1,0.8,1.270999,403217.373,970634.108,137
130, ,2121,,,,,PSME,132,2.400000095,2.099999905,1.370000005,0,0,3.700000048,Medium,No,Loose, ,6.900000095,4.099999905,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:26:55pm,New,Snag_Loc,XH102109A.cor,34,34,Elwha Snags14,1867,336431,176.651,0.7,0.5,0.827292,403212.692,970630.032,133
2, ,2120,,,,, ,85,0,0,0,0,0.400000006,8,Low,No,Racked, ,3.400000095,1.399999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,10:51:14am,New,Snag_Loc,XH102010A.cor,32,32,Elwha Snags14,1867,237090,173.333,0.8,0.4,0.863643,403684.111,970463.858,3
129, ,2120,,,,,UNKNOWN,178,2.5,1.299999952,1.019999981,0,0.800000012,14.80000019,Medium,No,Loose, ,5.5,4,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:23:10pm,New,Snag_Loc,XH102109A.cor,36,36,Elwha Snags14,1867,336206,177.614,0.7,0.6,7.464596,403226.829,970647.117,132
94, ,2119,,,,, ,1,0,0,0,0,0,0, , , ,log on high bank no change,3,1,Postprocessed Code,GeoXH 6000,10/21/2015,10:19:54am,New,Snag_Loc,XH102109A.cor,10,10,Elwha Snags14,1867,321610,191.067,2.4,1.1,0.170316,401382.455,969665.55,97
131, ,2119,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,4.5,2.5,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:30:12pm,New,Snag_Loc,XH102109A.cor,10,10,Elwha Snags14,1867,336628,175.951,0.8,0.6,1.519469,403276.077,970627.121,134
20, ,2118,,,,,PSME,220,0,0,1.25,1.5,0.800000012,7.800000191, , , , ,1.799999952,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:50:58am,New,Snag_Loc,XH102010A.cor,23,23,Elwha Snags14,1867,240674,176.633,0.6,0.4,0.630794,403309.513,970529.091,21
14, ,2117,,,,, ,1,0,0,0,0,0,0, , , , ,2.799999952,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:39:14am,New,Snag_Loc,XH102010A.cor,7,7,Elwha Snags14,1867,239970,173.356,0.8,0.5,0.787412,403380.693,970480.559,15
261, ,2117,,,,, ,210,0,0,0,0,0,0, ,Yes, ,stump large moved,3.099999905,2.299999952,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:53:27pm,New,Snag_Loc,XH102710A.cor,12,12,Elwha Snags14,1868,248023,157.72,0.9,0.5,0.770793,406389.58,971315.996,265
13, ,2116,,,,, ,0,0,0,0,0,0,0, , , , ,4.199999809,2,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:38:09am,New,Snag_Loc,XH102010A.cor,6,6,Elwha Snags14,1867,239905,174.243,1,0.5,0.293552,403391.209,970462.228,14
12, ,2115,,,,, ,0,0,0,0,0,0,0, , , , ,3.299999952,1.5,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:37:05am,New,Snag_Loc,XH102010A.cor,8,8,Elwha Snags14,1867,239841,170.35,1,0.6,0.448876,403401.388,970436.112,13
378, ,2113,,,,, ,30,0,0,0,0,0,0,Low,No,Racked,cedar,3.599999905,1.399999976,Postprocessed Carrier Float,GeoXH 6000,9/17/2015,10:58:37am,New,Snag_Loc,XH091710B.cor,9,9,Elwha Snags14,1862,410333,171.051,0.9,0.5,0.70061,404086.787,970827.042,622
28, ,2112,,,,,PSME,240,3.599999905,2.700000048,0,0,1.100000024,3.099999905,Low,Yes,Loose, ,2.799999952,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,12:13:43pm,New,Snag_Loc,XH102010A.cor,35,35,Elwha Snags14,1867,242039,175.933,0.7,0.5,0.640089,403534.213,970067.27,29
383, ,2112,,,,, ,1,0,0,0,0,0,0,Low,Yes,Loose,knocked over stump,4.400000095,3.400000095,Postprocessed Carrier Float,GeoXH 6000,9/17/2015,11:10:32am,New,Snag_Loc,XH091710B.cor,20,20,Elwha Snags14,1862,411048,172.735,1.7,1.2,0,403842.491,970635.191,627
86, ,2110,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.700000048,1.399999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:51:53pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,251529,182.736,0.8,0.7,2.481862,402734.301,970003.212,87
211, ,2107,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.799999952,1.299999952,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:31:45am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,235921,183.197,0.7,0.4,1.724288,402326.483,969731.93,215
214, ,2105,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.700000048,1.600000024,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:37:36am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,236272,182.415,0.6,0.3,0.255932,402385.036,969757.654,218
287, ,2105,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.5,1.5,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,03:38:17pm,New,Snag_Loc,XH101913A.cor,10,10,Elwha Snags14,1867,167913,174.38,1.2,0.7,0.196387,403546.306,970569.681,293
213, ,2104,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,1.899999976,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,10:36:13am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,236189,183.282,0.7,0.4,0.382728,402398.522,969776.293,217
286, ,2104,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.200000048,1.399999976,Postprocessed Code,GeoXH 6000,10/19/2015,03:36:36pm,New,Snag_Loc,XH101913A.cor,10,10,Elwha Snags14,1867,167812,174.611,1.5,0.9,0.295612,403496.492,970575.961,292
386, ,2104,,,,, ,1,0,0,0,0,0,0,Low,Yes,Key,tilted stump,3.5,2.5,Postprocessed Code,GeoXH 6000,9/17/2015,11:55:51am,New,Snag_Loc,XH091710B.cor,32,32,Elwha Snags14,1862,413767,173.19,0.8,0.5,0.106994,403490.853,970582.107,630
15, ,2103,,,,, ,1,0,0,0,0,0,0, , , , ,4.199999809,2.400000095,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:41:00am,New,Snag_Loc,XH102010A.cor,7,7,Elwha Snags14,1867,240076,173.657,0.8,0.5,6.64537,403384.744,970639.65,16
361, ,2102,,,,, ,200,1.600000024,0.5,0,0.5,0.400000006,0,Low,Yes,Racked, ,5.199999809,1.700000048,Postprocessed Code,GeoXH 6000,9/24/2015,12:10:05pm,New,Snag_Loc,XH092411A.cor,17,17,Elwha Snags14,1863,414621,136.123,1.4,0.7,12.018908,409472.698,973088.869,592
